SETTLEMENT_DATE,SETTLEMENT_PERIOD,Total
2014-04-12,11,23833
2014-04-12,10,23689
2014-04-12,9,23865
2014-04-12,8,24169
2014-04-12,7,24586
2014-04-12,6,25239
2014-04-12,5,25616
2014-04-12,4,25928
2014-04-12,3,25672
2014-04-12,2,25685
2014-04-12,1,26485
2014-04-13,48,26599
2014-04-13,47,28074
2014-04-13,46,29680
2014-04-13,45,31403
2014-04-13,44,32805
2014-04-13,43,34232
2014-04-13,42,35064
2014-04-13,41,34734
2014-04-13,40,33254
2014-04-13,39,33168
2014-04-13,38,33310
2014-04-13,37,33490
2014-04-13,36,33631
2014-04-13,35,33729
2014-04-13,34,33335
2014-04-13,33,33019
2014-04-13,32,32818
2014-04-13,31,32762
2014-04-13,30,33144
2014-04-13,29,33524
2014-04-13,28,34014
2014-04-13,27,34511
2014-04-13,26,35146
2014-04-13,25,35189
2014-04-13,24,35022
2014-04-13,23,34649
2014-04-13,22,34227
2014-04-13,21,33897
2014-04-13,20,32832
2014-04-13,19,31531
2014-04-13,18,30074
2014-04-13,17,28669
2014-04-13,16,27011
2014-04-13,15,25564
2014-04-13,14,24079
2014-04-13,13,23403
2014-04-13,12,23253
2014-04-13,11,23145
2014-04-13,10,23062
2014-04-13,9,23491
2014-04-13,8,23782
2014-04-13,7,24145
2014-04-13,6,24603
2014-04-13,5,24927
2014-04-13,4,25213
2014-04-13,3,24942
2014-04-13,2,24895
2014-04-13,1,25848
2014-04-14,48,28184
2014-04-14,47,29609
2014-04-14,46,32122
2014-04-14,45,34297
2014-04-14,44,36254
2014-04-14,43,38339
2014-04-14,42,39140
2014-04-14,41,38497
2014-04-14,40,37408
2014-04-14,39,37672
2014-04-14,38,38158
2014-04-14,37,38689
2014-04-14,36,39148
2014-04-14,35,39490
2014-04-14,34,39220
2014-04-14,33,38659
2014-04-14,32,38620
2014-04-14,31,38891
2014-04-14,30,39115
2014-04-14,29,39498
2014-04-14,28,39725
2014-04-14,27,40072
2014-04-14,26,40467
2014-04-14,25,40856
2014-04-14,24,40839
2014-04-14,23,40812
2014-04-14,22,40473
2014-04-14,21,40330
2014-04-14,20,40205
2014-04-14,19,39679
2014-04-14,18,38851
2014-04-14,17,37856
2014-04-14,16,35955
2014-04-14,15,33636
2014-04-14,14,30369
2014-04-14,13,27899
2014-04-14,12,25792
2014-04-14,11,24697
2014-04-14,10,23710
2014-04-14,9,23659
2014-04-14,8,23717
2014-04-14,7,24071
2014-04-14,6,24327
2014-04-14,5,24648
2014-04-14,4,24695
2014-04-14,3,24427
2014-04-14,2,24329
2014-04-14,1,25132
2014-04-15,48,27921
2014-04-15,47,29866
2014-04-15,46,32152
2014-04-15,45,34458
2014-04-15,44,36442
2014-04-15,43,38075
2014-04-15,42,38888
2014-04-15,41,38235
2014-04-15,40,37547
2014-04-15,39,37704
2014-04-15,38,38179
2014-04-15,37,38680
2014-04-15,36,38909
2014-04-15,35,39159
2014-04-15,34,39111
2014-04-15,33,38618
2014-04-15,32,38487
2014-04-15,31,38638
2014-04-15,30,38995
2014-04-15,29,39369
2014-04-15,28,39733
2014-04-15,27,40059
2014-04-15,26,40496
2014-04-15,25,40830
2014-04-15,24,40765
2014-04-15,23,40816
2014-04-15,22,40827
2014-04-15,21,40741
2014-04-15,20,40763
2014-04-15,19,40627
2014-04-15,18,39972
2014-04-15,17,38942
2014-04-15,16,37064
2014-04-15,15,34854
2014-04-15,14,31814
2014-04-15,13,29245
2014-04-15,12,27289
2014-04-15,11,26314
2014-04-15,10,25542
2014-04-15,9,25634
2014-04-15,8,25700
2014-04-15,7,25923
2014-04-15,6,26106
2014-04-15,5,26361
2014-04-15,4,26597
2014-04-15,3,26067
2014-04-15,2,25885
2014-04-15,1,26823
2014-04-16,48,27797
2014-04-16,47,29601
2014-04-16,46,31751
2014-04-16,45,33877
2014-04-16,44,35589
2014-04-16,43,37362
2014-04-16,42,38312
2014-04-16,41,38215
2014-04-16,40,37325
2014-04-16,39,37444
2014-04-16,38,37854
2014-04-16,37,38296
2014-04-16,36,38625
2014-04-16,35,39010
2014-04-16,34,38724
2014-04-16,33,38330
2014-04-16,32,38239
2014-04-16,31,38309
2014-04-16,30,38659
2014-04-16,29,39104
2014-04-16,28,39410
2014-04-16,27,39694
2014-04-16,26,40067
2014-04-16,25,40317
2014-04-16,24,40529
2014-04-16,23,40676
2014-04-16,22,40669
2014-04-16,21,40454
2014-04-16,20,40477
2014-04-16,19,40185
2014-04-16,18,39431
2014-04-16,17,38514
2014-04-16,16,36905
2014-04-16,15,34665
2014-04-16,14,31602
2014-04-16,13,28907
2014-04-16,12,26827
2014-04-16,11,25921
2014-04-16,10,25249
2014-04-16,9,25165
2014-04-16,8,25322
2014-04-16,7,25387
2014-04-16,6,25789
2014-04-16,5,26155
2014-04-16,4,26403
2014-04-16,3,25687
2014-04-16,2,25638
2014-04-16,1,26498
2014-04-17,48,28041
2014-04-17,47,29820
2014-04-17,46,31888
2014-04-17,45,33820
2014-04-17,44,35407
2014-04-17,43,36987
2014-04-17,42,37771
2014-04-17,41,37596
2014-04-17,40,37573
2014-04-17,39,37851
2014-04-17,38,38070
2014-04-17,37,38357
2014-04-17,36,38449
2014-04-17,35,38866
2014-04-17,34,38743
2014-04-17,33,38205
2014-04-17,32,38125
2014-04-17,31,38100
2014-04-17,30,38328
2014-04-17,29,38767
2014-04-17,28,39007
2014-04-17,27,39276
2014-04-17,26,39769
2014-04-17,25,40204
2014-04-17,24,40131
2014-04-17,23,40124
2014-04-17,22,39768
2014-04-17,21,39780
2014-04-17,20,39684
2014-04-17,19,39298
2014-04-17,18,38445
2014-04-17,17,37303
2014-04-17,16,35550
2014-04-17,15,33288
2014-04-17,14,30454
2014-04-17,13,27979
2014-04-17,12,25754
2014-04-17,11,25018
2014-04-17,10,24509
2014-04-17,9,24567
2014-04-17,8,24791
2014-04-17,7,24935
2014-04-17,6,25352
2014-04-17,5,25582
2014-04-17,4,25935
2014-04-17,3,25615
2014-04-17,2,25508
2014-04-17,1,26328
2014-04-18,48,26876
2014-04-18,47,28538
2014-04-18,46,30248
2014-04-18,45,31952
2014-04-18,44,33213
2014-04-18,43,34715
2014-04-18,42,35015
2014-04-18,41,33847
2014-04-18,40,33434
2014-04-18,39,33688
2014-04-18,38,33920
2014-04-18,37,33958
2014-04-18,36,34098
2014-04-18,35,33779
2014-04-18,34,33143
2014-04-18,33,32715
2014-04-18,32,32544
2014-04-18,31,32632
2014-04-18,30,33011
2014-04-18,29,33498
2014-04-18,28,34028
2014-04-18,27,34548
2014-04-18,26,34960
2014-04-18,25,35412
2014-04-18,24,35427
2014-04-18,23,35403
2014-04-18,22,35368
2014-04-18,21,35472
2014-04-18,20,35090
2014-04-18,19,34320
2014-04-18,18,33220
2014-04-18,17,31978
2014-04-18,16,30374
2014-04-18,15,28622
2014-04-18,14,26642
2014-04-18,13,25320
2014-04-18,12,24496
2014-04-18,11,24326
2014-04-18,10,24110
2014-04-18,9,24316
2014-04-18,8,24559
2014-04-18,7,24935
2014-04-18,6,25253
2014-04-18,5,25642
2014-04-18,4,25831
2014-04-18,3,25434
2014-04-18,2,25401
2014-04-18,1,26459
2014-04-19,48,26351
2014-04-19,47,27806
2014-04-19,46,29430
2014-04-19,45,30715
2014-04-19,44,32277
2014-04-19,43,33312
2014-04-19,42,33728
2014-04-19,41,32521
2014-04-19,40,31910
2014-04-19,39,32412
2014-04-19,38,32744
2014-04-19,37,32999
2014-04-19,36,33111
2014-04-19,35,32813
2014-04-19,34,32230
2014-04-19,33,31858
2014-04-19,32,31734
2014-04-19,31,31850
2014-04-19,30,32098
2014-04-19,29,32538
2014-04-19,28,32775
2014-04-19,27,33109
2014-04-19,26,33530
2014-04-19,25,34023
2014-04-19,24,34248
2014-04-19,23,34315
2014-04-19,22,34342
2014-04-19,21,34132
2014-04-19,20,33777
2014-04-19,19,32954
2014-04-19,18,31775
2014-04-19,17,30663
2014-04-19,16,28730
2014-04-19,15,27008
2014-04-19,14,25276
2014-04-19,13,24112
2014-04-19,12,23545
2014-04-19,11,23570
2014-04-19,10,23352
2014-04-19,9,23523
2014-04-19,8,23775
2014-04-19,7,24001
2014-04-19,6,24533
2014-04-19,5,24830
2014-04-19,4,25170
2014-04-19,3,24804
2014-04-19,2,24772
2014-04-19,1,25539
2014-04-20,48,25804
2014-04-20,47,27430
2014-04-20,46,29234
2014-04-20,45,30567
2014-04-20,44,31571
2014-04-20,43,32577
2014-04-20,42,32943
2014-04-20,41,32480
2014-04-20,40,31838
2014-04-20,39,32105
2014-04-20,38,32364
2014-04-20,37,32823
2014-04-20,36,33108
2014-04-20,35,33304
2014-04-20,34,33e3
2014-04-20,33,32683
2014-04-20,32,32466
2014-04-20,31,32622
2014-04-20,30,32968
2014-04-20,29,33508
2014-04-20,28,33880
2014-04-20,27,34550
2014-04-20,26,34923
2014-04-20,25,34780
2014-04-20,24,34283
2014-04-20,23,33803
2014-04-20,22,33348
2014-04-20,21,32506
2014-04-20,20,31296
2014-04-20,19,29967
2014-04-20,18,28452
2014-04-20,17,27170
2014-04-20,16,25607
2014-04-20,15,24140
2014-04-20,14,22821
2014-04-20,13,22217
2014-04-20,12,22109
2014-04-20,11,22463
2014-04-20,10,22644
2014-04-20,9,22763
2014-04-20,8,22956
2014-04-20,7,23210
2014-04-20,6,23679
2014-04-20,5,24132
2014-04-20,4,24430
2014-04-20,3,24214
2014-04-20,2,24210
2014-04-20,1,24962
2014-04-21,48,25567
2014-04-21,47,27421
2014-04-21,46,29349
2014-04-21,45,31284
2014-04-21,44,32813
2014-04-21,43,34304
2014-04-21,42,34892
2014-04-21,41,34816
2014-04-21,40,34488
2014-04-21,39,34472
2014-04-21,38,34500
2014-04-21,37,34554
2014-04-21,36,34329
2014-04-21,35,34029
2014-04-21,34,33231
2014-04-21,33,32483
2014-04-21,32,32215
2014-04-21,31,32117
2014-04-21,30,32331
2014-04-21,29,32633
2014-04-21,28,33012
2014-04-21,27,33648
2014-04-21,26,34050
2014-04-21,25,34304
2014-04-21,24,34293
2014-04-21,23,34293
2014-04-21,22,34007
2014-04-21,21,33713
2014-04-21,20,32967
2014-04-21,19,31990
2014-04-21,18,30488
2014-04-21,17,29317
2014-04-21,16,27591
2014-04-21,15,26172
2014-04-21,14,24604
2014-04-21,13,23604
2014-04-21,12,22981
2014-04-21,11,23032
2014-04-21,10,22802
2014-04-21,9,23151
2014-04-21,8,23516
2014-04-21,7,23749
2014-04-21,6,24114
2014-04-21,5,24364
2014-04-21,4,24448
2014-04-21,3,24119
2014-04-21,2,23941
2014-04-21,1,24496
2014-04-22,48,27602
2014-04-22,47,29404
2014-04-22,46,31753
2014-04-22,45,33991
2014-04-22,44,35977
2014-04-22,43,37859
2014-04-22,42,38983
2014-04-22,41,38762
2014-04-22,40,38737
2014-04-22,39,39262
2014-04-22,38,39738
2014-04-22,37,40167
2014-04-22,36,40386
2014-04-22,35,40790
2014-04-22,34,40648
2014-04-22,33,40157
2014-04-22,32,39697
2014-04-22,31,39669
2014-04-22,30,39865
2014-04-22,29,40087
2014-04-22,28,40182
2014-04-22,27,40559
2014-04-22,26,40907
2014-04-22,25,40994
2014-04-22,24,40781
2014-04-22,23,40622
2014-04-22,22,40364
2014-04-22,21,39973
2014-04-22,20,39699
2014-04-22,19,39319
2014-04-22,18,38503
2014-04-22,17,37782
2014-04-22,16,35961
2014-04-22,15,33442
2014-04-22,14,29854
2014-04-22,13,26974
2014-04-22,12,24428
2014-04-22,11,23573
2014-04-22,10,22916
2014-04-22,9,23023
2014-04-22,8,23170
2014-04-22,7,23477
2014-04-22,6,23891
2014-04-22,5,24159
2014-04-22,4,24265
2014-04-22,3,23832
2014-04-22,2,23774
2014-04-22,1,24305
2014-04-23,48,27891
2014-04-23,47,29889
2014-04-23,46,32198
2014-04-23,45,34483
2014-04-23,44,36291
2014-04-23,43,38338
2014-04-23,42,39240
2014-04-23,41,39171
2014-04-23,40,39094
2014-04-23,39,39550
2014-04-23,38,40024
2014-04-23,37,40450
2014-04-23,36,40674
2014-04-23,35,40939
2014-04-23,34,40631
2014-04-23,33,40099
2014-04-23,32,39514
2014-04-23,31,39166
2014-04-23,30,39376
2014-04-23,29,39425
2014-04-23,28,39577
2014-04-23,27,39802
2014-04-23,26,39990
2014-04-23,25,40442
2014-04-23,24,40185
2014-04-23,23,40339
2014-04-23,22,40212
2014-04-23,21,40173
2014-04-23,20,40277
2014-04-23,19,39928
2014-04-23,18,39142
2014-04-23,17,38643
2014-04-23,16,37235
2014-04-23,15,35036
2014-04-23,14,31203
2014-04-23,13,28107
2014-04-23,12,25882
2014-04-23,11,25332
2014-04-23,10,24570
2014-04-23,9,24436
2014-04-23,8,24608
2014-04-23,7,24991
2014-04-23,6,25350
2014-04-23,5,25710
2014-04-23,4,25903
2014-04-23,3,25459
2014-04-23,2,25378
2014-04-23,1,26034
2014-04-24,48,27872
2014-04-24,47,29738
2014-04-24,46,32069
2014-04-24,45,34393
2014-04-24,44,36412
2014-04-24,43,38129
2014-04-24,42,38440
2014-04-24,41,37617
2014-04-24,40,37411
2014-04-24,39,37849
2014-04-24,38,38360
2014-04-24,37,38979
2014-04-24,36,39325
2014-04-24,35,39664
2014-04-24,34,39569
2014-04-24,33,39122
2014-04-24,32,38779
2014-04-24,31,38692
2014-04-24,30,38946
2014-04-24,29,39259
2014-04-24,28,39536
2014-04-24,27,39799
2014-04-24,26,40213
2014-04-24,25,40599
2014-04-24,24,40745
2014-04-24,23,40604
2014-04-24,22,40517
2014-04-24,21,40342
2014-04-24,20,40243
2014-04-24,19,39968
2014-04-24,18,39273
2014-04-24,17,38919
2014-04-24,16,37509
2014-04-24,15,35153
2014-04-24,14,31364
2014-04-24,13,28470
2014-04-24,12,26157
2014-04-24,11,25619
2014-04-24,10,24888
2014-04-24,9,24925
2014-04-24,8,25102
2014-04-24,7,25257
2014-04-24,6,25641
2014-04-24,5,26017
2014-04-24,4,26165
2014-04-24,3,25876
2014-04-24,2,25647
2014-04-24,1,26449
2014-04-25,48,28185
2014-04-25,47,29794
2014-04-25,46,31884
2014-04-25,45,33725
2014-04-25,44,35450
2014-04-25,43,37114
2014-04-25,42,38060
2014-04-25,41,38239
2014-04-25,40,38725
2014-04-25,39,39293
2014-04-25,38,40271
2014-04-25,37,40928
2014-04-25,36,41277
2014-04-25,35,41530
2014-04-25,34,40966
2014-04-25,33,40513
2014-04-25,32,39924
2014-04-25,31,39669
2014-04-25,30,40054
2014-04-25,29,40315
2014-04-25,28,40398
2014-04-25,27,40728
2014-04-25,26,40967
2014-04-25,25,41247
2014-04-25,24,41143
2014-04-25,23,40776
2014-04-25,22,40547
2014-04-25,21,40527
2014-04-25,20,40406
2014-04-25,19,40195
2014-04-25,18,39362
2014-04-25,17,38870
2014-04-25,16,37299
2014-04-25,15,34764
2014-04-25,14,31002
2014-04-25,13,28097
2014-04-25,12,25832
2014-04-25,11,25180
2014-04-25,10,24517
2014-04-25,9,24464
2014-04-25,8,24821
2014-04-25,7,25134
2014-04-25,6,25353
2014-04-25,5,25678
2014-04-25,4,25893
2014-04-25,3,25621
2014-04-25,2,25622
2014-04-25,1,26496
2014-04-26,42,33775
2014-04-26,41,33026
2014-04-26,40,32898
2014-04-26,39,33716
2014-04-26,38,34244
2014-04-26,37,34580
2014-04-26,36,34549
2014-04-26,35,34405
2014-04-26,34,33698
2014-04-26,33,33093
2014-04-26,32,32979
2014-04-26,31,33227
2014-04-26,30,33498
2014-04-26,29,33976
2014-04-26,28,34441
2014-04-26,27,35081
2014-04-26,26,35649
2014-04-26,25,35957
2014-04-26,24,36073
2014-04-26,23,36064
2014-04-26,22,35988
2014-04-26,21,35711
2014-04-26,20,35343
2014-04-26,19,34553
2014-04-26,18,33117
2014-04-26,17,31629
2014-04-26,16,29542
2014-04-26,15,27707
2014-04-26,14,25729
2014-04-26,13,24426
2014-04-26,12,23668
2014-04-26,11,23699
2014-04-26,10,23574
2014-04-26,9,23750
2014-04-26,8,23960
2014-04-26,7,24361
2014-04-26,6,24963
2014-04-26,5,25453
2014-04-26,4,25787
2014-04-26,3,25756
2014-04-26,2,25925
2014-04-26,1,26695
2014-04-26,48,26862
2014-04-26,47,28400
2014-04-26,46,30020
2014-04-26,45,31271
2014-04-26,44,32457
2014-04-26,43,33545
2014-04-27,48,26425
2014-04-27,47,28104
2014-04-27,46,30174
2014-04-27,45,32189
2014-04-27,44,33646
2014-04-27,43,35087
2014-04-27,42,35337
2014-04-27,41,34953
2014-04-27,40,34699
2014-04-27,39,35015
2014-04-27,38,35135
2014-04-27,37,35317
2014-04-27,36,35468
2014-04-27,35,35317
2014-04-27,34,35043
2014-04-27,33,34419
2014-04-27,32,34116
2014-04-27,31,34198
2014-04-27,30,34208
2014-04-27,29,34733
2014-04-27,28,34812
2014-04-27,27,35040
2014-04-27,26,35530
2014-04-27,25,35424
2014-04-27,24,35452
2014-04-27,23,35025
2014-04-27,22,34582
2014-04-27,21,33812
2014-04-27,20,32660
2014-04-27,19,31271
2014-04-27,18,29504
2014-04-27,17,27915
2014-04-27,16,26179
2014-04-27,15,24819
2014-04-27,14,23413
2014-04-27,13,22653
2014-04-27,12,22297
2014-04-27,11,22609
2014-04-27,10,22613
2014-04-27,9,22930
2014-04-27,8,23266
2014-04-27,7,23520
2014-04-27,6,24065
2014-04-27,5,24590
2014-04-27,4,24893
2014-04-27,3,24683
2014-04-27,2,24673
2014-04-27,1,25508
2014-04-28,48,27759
2014-04-28,47,29699
2014-04-28,46,32052
2014-04-28,45,34405
2014-04-28,44,36457
2014-04-28,43,38399
2014-04-28,42,38643
2014-04-28,41,38037
2014-04-28,40,38067
2014-04-28,39,38433
2014-04-28,38,39122
2014-04-28,37,39758
2014-04-28,36,40254
2014-04-28,35,40633
2014-04-28,34,40491
2014-04-28,33,40106
2014-04-28,32,39714
2014-04-28,31,39376
2014-04-28,30,39784
2014-04-28,29,40171
2014-04-28,28,40338
2014-04-28,27,40693
2014-04-28,26,41008
2014-04-28,25,41326
2014-04-28,24,41135
2014-04-28,23,41019
2014-04-28,22,40912
2014-04-28,21,40705
2014-04-28,20,40542
2014-04-28,19,40187
2014-04-28,18,39407
2014-04-28,17,39227
2014-04-28,16,38008
2014-04-28,15,35521
2014-04-28,14,31506
2014-04-28,13,28193
2014-04-28,12,25256
2014-04-28,11,24621
2014-04-28,10,24029
2014-04-28,9,23861
2014-04-28,8,23974
2014-04-28,7,24200
2014-04-28,6,24468
2014-04-28,5,24777
2014-04-28,4,24853
2014-04-28,3,24450
2014-04-28,2,24365
2014-04-28,1,25097
2014-04-29,48,27862
2014-04-29,47,29775
2014-04-29,46,32032
2014-04-29,45,34509
2014-04-29,44,36408
2014-04-29,43,38083
2014-04-29,42,38385
2014-04-29,41,37861
2014-04-29,40,38058
2014-04-29,39,38524
2014-04-29,38,38934
2014-04-29,37,39485
2014-04-29,36,40012
2014-04-29,35,40356
2014-04-29,34,40225
2014-04-29,33,39538
2014-04-29,32,38964
2014-04-29,31,38922
2014-04-29,30,39205
2014-04-29,29,39553
2014-04-29,28,39869
2014-04-29,27,40028
2014-04-29,26,40447
2014-04-29,25,40870
2014-04-29,24,40790
2014-04-29,23,40602
2014-04-29,22,40396
2014-04-29,21,40219
2014-04-29,20,40177
2014-04-29,19,39797
2014-04-29,18,39188
2014-04-29,17,39101
2014-04-29,16,37785
2014-04-29,15,35535
2014-04-29,14,31656
2014-04-29,13,28486
2014-04-29,12,25975
2014-04-29,11,25373
2014-04-29,10,24832
2014-04-29,9,24784
2014-04-29,8,24854
2014-04-29,7,25081
2014-04-29,6,25411
2014-04-29,5,25841
2014-04-29,4,26048
2014-04-29,3,25674
2014-04-29,2,25519
2014-04-29,1,26273
2014-04-30,48,27847
2014-04-30,47,29694
2014-04-30,46,32e3
2014-04-30,45,34310
2014-04-30,44,36247
2014-04-30,43,37928
2014-04-30,42,38293
2014-04-30,41,37858
2014-04-30,40,37747
2014-04-30,39,38309
2014-04-30,38,38813
2014-04-30,37,39343
2014-04-30,36,39891
2014-04-30,35,40291
2014-04-30,34,40190
2014-04-30,33,39694
2014-04-30,32,39099
2014-04-30,31,38585
2014-04-30,30,38788
2014-04-30,29,39276
2014-04-30,28,39577
2014-04-30,27,39792
2014-04-30,26,40133
2014-04-30,25,40520
2014-04-30,24,40367
2014-04-30,23,40264
2014-04-30,22,40351
2014-04-30,21,40204
2014-04-30,20,40170
2014-04-30,19,39734
2014-04-30,18,39153
2014-04-30,17,38992
2014-04-30,16,37805
2014-04-30,15,35456
2014-04-30,14,31577
2014-04-30,13,28356
2014-04-30,12,25805
2014-04-30,11,25159
2014-04-30,10,24690
2014-04-30,9,24637
2014-04-30,8,24789
2014-04-30,7,25077
2014-04-30,6,25441
2014-04-30,5,25825
2014-04-30,4,26027
2014-04-30,3,25657
2014-04-30,2,25629
2014-04-30,1,26250
2014-05-01,48,28365
2014-05-01,47,30343
2014-05-01,46,32689
2014-05-01,45,34964
2014-05-01,44,36894
2014-05-01,43,38695
2014-05-01,42,39045
2014-05-01,41,39015
2014-05-01,40,39477
2014-05-01,39,40007
2014-05-01,38,40549
2014-05-01,37,40921
2014-05-01,36,41276
2014-05-01,35,41684
2014-05-01,34,41540
2014-05-01,33,40900
2014-05-01,32,40302
2014-05-01,31,39963
2014-05-01,30,40219
2014-05-01,29,40356
2014-05-01,28,40623
2014-05-01,27,40925
2014-05-01,26,41296
2014-05-01,25,41547
2014-05-01,24,41259
2014-05-01,23,41056
2014-05-01,22,40628
2014-05-01,21,40270
2014-05-01,20,40824
2014-05-01,19,40355
2014-05-01,18,39580
2014-05-01,17,39343
2014-05-01,16,38060
2014-05-01,15,35590
2014-05-01,14,31629
2014-05-01,13,28410
2014-05-01,12,25819
2014-05-01,11,25218
2014-05-01,10,24664
2014-05-01,9,24587
2014-05-01,8,24797
2014-05-01,7,24878
2014-05-01,6,25284
2014-05-01,5,25618
2014-05-01,4,25922
2014-05-01,3,25581
2014-05-01,2,25604
2014-05-01,1,26336
2014-05-02,48,28330
2014-05-02,47,30066
2014-05-02,46,32104
2014-05-02,45,33864
2014-05-02,44,35415
2014-05-02,43,36740
2014-05-02,42,36449
2014-05-02,41,36151
2014-05-02,40,36788
2014-05-02,39,37541
2014-05-02,38,38256
2014-05-02,37,38828
2014-05-02,36,39174
2014-05-02,35,39488
2014-05-02,34,39293
2014-05-02,33,39105
2014-05-02,32,38637
2014-05-02,31,38573
2014-05-02,30,38940
2014-05-02,29,39441
2014-05-02,28,39655
2014-05-02,27,40075
2014-05-02,26,40428
2014-05-02,25,40750
2014-05-02,24,40736
2014-05-02,23,40709
2014-05-02,22,40642
2014-05-02,21,40630
2014-05-02,20,40719
2014-05-02,19,40353
2014-05-02,18,39658
2014-05-02,17,39475
2014-05-02,16,38043
2014-05-02,15,35456
2014-05-02,14,31587
2014-05-02,13,28495
2014-05-02,12,25864
2014-05-02,11,25220
2014-05-02,10,24826
2014-05-02,9,24899
2014-05-02,8,25040
2014-05-02,7,25287
2014-05-02,6,25556
2014-05-02,5,25800
2014-05-02,4,26179
2014-05-02,3,25820
2014-05-02,2,25729
2014-05-02,1,26800
2014-05-03,48,26753
2014-05-03,47,28209
2014-05-03,46,29897
2014-05-03,45,31415
2014-05-03,44,32742
2014-05-03,43,33529
2014-05-03,42,33409
2014-05-03,41,32788
2014-05-03,40,32829
2014-05-03,39,33188
2014-05-03,38,33609
2014-05-03,37,33667
2014-05-03,36,33725
2014-05-03,35,33406
2014-05-03,34,32722
2014-05-03,33,32255
2014-05-03,32,32122
2014-05-03,31,32261
2014-05-03,30,32610
2014-05-03,29,33254
2014-05-03,28,33741
2014-05-03,27,34496
2014-05-03,26,35003
2014-05-03,25,35491
2014-05-03,24,35786
2014-05-03,23,35875
2014-05-03,22,35930
2014-05-03,21,36048
2014-05-03,20,35688
2014-05-03,19,35212
2014-05-03,18,33927
2014-05-03,17,32454
2014-05-03,16,30271
2014-05-03,15,28412
2014-05-03,14,26384
2014-05-03,13,24985
2014-05-03,12,23942
2014-05-03,11,24045
2014-05-03,10,24370
2014-05-03,9,24570
2014-05-03,8,24781
2014-05-03,7,24908
2014-05-03,6,25260
2014-05-03,5,25744
2014-05-03,4,25941
2014-05-03,3,25834
2014-05-03,2,25847
2014-05-03,1,26797
2014-05-04,48,25918
2014-05-04,47,27458
2014-05-04,46,29150
2014-05-04,45,30752
2014-05-04,44,31812
2014-05-04,43,32565
2014-05-04,42,31980
2014-05-04,41,31568
2014-05-04,40,31553
2014-05-04,39,31755
2014-05-04,38,31939
2014-05-04,37,32291
2014-05-04,36,32395
2014-05-04,35,32312
2014-05-04,34,32030
2014-05-04,33,31676
2014-05-04,32,31411
2014-05-04,31,31520
2014-05-04,30,31734
2014-05-04,29,32061
2014-05-04,28,32534
2014-05-04,27,33122
2014-05-04,26,33754
2014-05-04,25,33819
2014-05-04,24,33619
2014-05-04,23,33354
2014-05-04,22,33035
2014-05-04,21,32569
2014-05-04,20,31734
2014-05-04,19,30545
2014-05-04,18,29034
2014-05-04,17,27592
2014-05-04,16,25911
2014-05-04,15,24512
2014-05-04,14,23130
2014-05-04,13,22365
2014-05-04,12,21700
2014-05-04,11,22152
2014-05-04,10,22440
2014-05-04,9,22532
2014-05-04,8,22809
2014-05-04,7,23136
2014-05-04,6,23606
2014-05-04,5,24109
2014-05-04,4,24486
2014-05-04,3,24428
2014-05-04,2,24566
2014-05-04,1,25370
2014-05-05,48,25378
2014-05-05,47,27142
2014-05-05,46,29309
2014-05-05,45,31263
2014-05-05,44,32756
2014-05-05,43,34244
2014-05-05,42,34599
2014-05-05,41,34250
2014-05-05,40,34280
2014-05-05,39,34621
2014-05-05,38,34862
2014-05-05,37,34981
2014-05-05,36,34954
2014-05-05,35,34372
2014-05-05,34,33491
2014-05-05,33,32538
2014-05-05,32,32090
2014-05-05,31,32071
2014-05-05,30,32166
2014-05-05,29,32532
2014-05-05,28,33042
2014-05-05,27,33357
2014-05-05,26,33563
2014-05-05,25,33910
2014-05-05,24,33863
2014-05-05,23,34024
2014-05-05,22,33976
2014-05-05,21,33832
2014-05-05,20,33307
2014-05-05,19,32207
2014-05-05,18,30792
2014-05-05,17,29378
2014-05-05,16,27641
2014-05-05,15,26219
2014-05-05,14,24516
2014-05-05,13,23216
2014-05-05,12,22026
2014-05-05,11,22259
2014-05-05,10,22383
2014-05-05,9,22493
2014-05-05,8,22725
