"Quarter"	"LAName"	"LACode"	"variable"	"value"
2019 Q2	"City of Edinburgh"	"S12000036"	"Other ULEVs"	101
2019 Q2	"Clackmannanshire"	"S12000005"	"Other ULEVs"	9
2019 Q2	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	5
2019 Q2	"Dundee City"	"S12000042"	"Other ULEVs"	11
2019 Q2	"East Ayrshire"	"S12000008"	"Other ULEVs"	8
2019 Q2	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	15
2019 Q2	"East Lothian"	"S12000010"	"Other ULEVs"	22
2019 Q2	"East Renfrewshire"	"S12000011"	"Other ULEVs"	15
2019 Q2	"Falkirk"	"S12000014"	"Other ULEVs"	11
2019 Q2	"Fife"	"S12000047"	"Other ULEVs"	30
2019 Q2	"Glasgow City"	"S12000049"	"Other ULEVs"	52
2019 Q2	"Highland"	"S12000017"	"Other ULEVs"	16
2019 Q2	"Inverclyde"	"S12000018"	"Other ULEVs"	7
2019 Q2	"Midlothian"	"S12000019"	"Other ULEVs"	13
2019 Q2	"Moray"	"S12000020"	"Other ULEVs"	8
2019 Q2	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	3
2019 Q2	"North Ayrshire"	"S12000021"	"Other ULEVs"	13
2019 Q2	"North Lanarkshire"	"S12000050"	"Other ULEVs"	12
2019 Q2	"Orkney Islands"	"S12000023"	"Other ULEVs"	2
2019 Q2	"Perth and Kinross"	"S12000048"	"Other ULEVs"	22
2019 Q2	"Renfrewshire"	"S12000038"	"Other ULEVs"	107
2019 Q2	"Scottish Borders"	"S12000026"	"Other ULEVs"	17
2019 Q2	"Shetland Islands"	"S12000027"	"Other ULEVs"	1
2019 Q2	"South Ayrshire"	"S12000028"	"Other ULEVs"	16
2019 Q2	"South Lanarkshire"	"S12000029"	"Other ULEVs"	23
2019 Q2	"Stirling"	"S12000030"	"Other ULEVs"	35
2019 Q2	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	4
2019 Q2	"West Lothian"	"S12000040"	"Other ULEVs"	12
2019 Q1	"Aberdeen City"	"S12000033"	"Other ULEVs"	23
2019 Q1	"Aberdeenshire"	"S12000034"	"Other ULEVs"	34
2019 Q1	"Angus"	"S12000041"	"Other ULEVs"	11
2019 Q1	"Argyll and Bute"	"S12000035"	"Other ULEVs"	13
2019 Q1	"City of Edinburgh"	"S12000036"	"Other ULEVs"	93
2019 Q1	"Clackmannanshire"	"S12000005"	"Other ULEVs"	9
2019 Q1	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	4
2019 Q1	"Dundee City"	"S12000042"	"Other ULEVs"	10
2019 Q1	"East Ayrshire"	"S12000008"	"Other ULEVs"	8
2019 Q1	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	16
2019 Q1	"East Lothian"	"S12000010"	"Other ULEVs"	23
2019 Q1	"East Renfrewshire"	"S12000011"	"Other ULEVs"	15
2019 Q1	"Falkirk"	"S12000014"	"Other ULEVs"	10
2019 Q1	"Fife"	"S12000047"	"Other ULEVs"	31
2019 Q1	"Glasgow City"	"S12000049"	"Other ULEVs"	52
2019 Q1	"Highland"	"S12000017"	"Other ULEVs"	13
2019 Q1	"Inverclyde"	"S12000018"	"Other ULEVs"	8
2019 Q1	"Midlothian"	"S12000019"	"Other ULEVs"	11
2019 Q1	"Moray"	"S12000020"	"Other ULEVs"	7
2019 Q1	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	2
2019 Q1	"North Ayrshire"	"S12000021"	"Other ULEVs"	13
2019 Q1	"North Lanarkshire"	"S12000050"	"Other ULEVs"	11
2019 Q1	"Orkney Islands"	"S12000023"	"Other ULEVs"	2
2019 Q1	"Perth and Kinross"	"S12000048"	"Other ULEVs"	18
2019 Q1	"Renfrewshire"	"S12000038"	"Other ULEVs"	114
2019 Q1	"Scottish Borders"	"S12000026"	"Other ULEVs"	16
2019 Q1	"Shetland Islands"	"S12000027"	"Other ULEVs"	1
2019 Q1	"South Ayrshire"	"S12000028"	"Other ULEVs"	13
2019 Q1	"South Lanarkshire"	"S12000029"	"Other ULEVs"	22
2019 Q1	"Stirling"	"S12000030"	"Other ULEVs"	35
2019 Q1	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	5
2019 Q1	"West Lothian"	"S12000040"	"Other ULEVs"	13
2018 Q4	"Aberdeen City"	"S12000033"	"Other ULEVs"	24
2018 Q4	"Aberdeenshire"	"S12000034"	"Other ULEVs"	34
2018 Q4	"Angus"	"S12000041"	"Other ULEVs"	10
2018 Q4	"Argyll and Bute"	"S12000035"	"Other ULEVs"	13
2018 Q4	"City of Edinburgh"	"S12000036"	"Other ULEVs"	87
2018 Q4	"Clackmannanshire"	"S12000005"	"Other ULEVs"	7
2018 Q4	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	3
2018 Q4	"Dundee City"	"S12000042"	"Other ULEVs"	10
2018 Q4	"East Ayrshire"	"S12000008"	"Other ULEVs"	8
2018 Q4	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	15
2018 Q4	"East Lothian"	"S12000010"	"Other ULEVs"	21
2018 Q4	"East Renfrewshire"	"S12000011"	"Other ULEVs"	14
2018 Q4	"Falkirk"	"S12000014"	"Other ULEVs"	8
2018 Q4	"Fife"	"S12000047"	"Other ULEVs"	32
2018 Q4	"Glasgow City"	"S12000049"	"Other ULEVs"	45
2018 Q4	"Highland"	"S12000017"	"Other ULEVs"	14
2018 Q4	"Inverclyde"	"S12000018"	"Other ULEVs"	8
2018 Q4	"Midlothian"	"S12000019"	"Other ULEVs"	10
2018 Q4	"Moray"	"S12000020"	"Other ULEVs"	6
2018 Q4	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	2
2018 Q4	"North Ayrshire"	"S12000021"	"Other ULEVs"	15
2018 Q4	"North Lanarkshire"	"S12000050"	"Other ULEVs"	7
2018 Q4	"Orkney Islands"	"S12000023"	"Other ULEVs"	2
2018 Q4	"Perth and Kinross"	"S12000048"	"Other ULEVs"	17
2018 Q4	"Renfrewshire"	"S12000038"	"Other ULEVs"	116
2018 Q4	"Scottish Borders"	"S12000026"	"Other ULEVs"	16
2018 Q4	"Shetland Islands"	"S12000027"	"Other ULEVs"	1
2018 Q4	"South Ayrshire"	"S12000028"	"Other ULEVs"	11
2018 Q4	"South Lanarkshire"	"S12000029"	"Other ULEVs"	17
2018 Q4	"Stirling"	"S12000030"	"Other ULEVs"	34
2018 Q4	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	4
2018 Q4	"West Lothian"	"S12000040"	"Other ULEVs"	13
2018 Q3	"Aberdeen City"	"S12000033"	"Other ULEVs"	22
2018 Q3	"Aberdeenshire"	"S12000034"	"Other ULEVs"	33
2018 Q3	"Angus"	"S12000041"	"Other ULEVs"	11
2018 Q3	"Argyll and Bute"	"S12000035"	"Other ULEVs"	13
2018 Q3	"City of Edinburgh"	"S12000036"	"Other ULEVs"	78
2018 Q3	"Clackmannanshire"	"S12000005"	"Other ULEVs"	5
2018 Q3	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	4
2018 Q3	"Dundee City"	"S12000042"	"Other ULEVs"	9
2018 Q3	"East Ayrshire"	"S12000008"	"Other ULEVs"	7
2018 Q3	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	10
2018 Q3	"East Lothian"	"S12000010"	"Other ULEVs"	22
2018 Q3	"East Renfrewshire"	"S12000011"	"Other ULEVs"	9
2018 Q3	"Falkirk"	"S12000014"	"Other ULEVs"	7
2018 Q3	"Fife"	"S12000047"	"Other ULEVs"	27
2018 Q3	"Glasgow City"	"S12000049"	"Other ULEVs"	43
2018 Q3	"Highland"	"S12000017"	"Other ULEVs"	14
2018 Q3	"Inverclyde"	"S12000018"	"Other ULEVs"	8
2018 Q3	"Midlothian"	"S12000019"	"Other ULEVs"	7
2018 Q3	"Moray"	"S12000020"	"Other ULEVs"	4
2018 Q3	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	2
2018 Q3	"North Ayrshire"	"S12000021"	"Other ULEVs"	12
2018 Q3	"North Lanarkshire"	"S12000050"	"Other ULEVs"	7
2018 Q3	"Orkney Islands"	"S12000023"	"Other ULEVs"	2
2018 Q3	"Perth and Kinross"	"S12000048"	"Other ULEVs"	18
2018 Q3	"Renfrewshire"	"S12000038"	"Other ULEVs"	107
2018 Q3	"Scottish Borders"	"S12000026"	"Other ULEVs"	18
2018 Q3	"Shetland Islands"	"S12000027"	"Other ULEVs"	1
2018 Q3	"South Ayrshire"	"S12000028"	"Other ULEVs"	11
2018 Q3	"South Lanarkshire"	"S12000029"	"Other ULEVs"	14
2018 Q3	"Stirling"	"S12000030"	"Other ULEVs"	32
2018 Q3	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	4
2018 Q3	"West Lothian"	"S12000040"	"Other ULEVs"	11
2018 Q2	"Aberdeen City"	"S12000033"	"Other ULEVs"	25
2018 Q2	"Aberdeenshire"	"S12000034"	"Other ULEVs"	32
2018 Q2	"Angus"	"S12000041"	"Other ULEVs"	11
2018 Q2	"Argyll and Bute"	"S12000035"	"Other ULEVs"	12
2018 Q2	"City of Edinburgh"	"S12000036"	"Other ULEVs"	69
2018 Q2	"Clackmannanshire"	"S12000005"	"Other ULEVs"	5
2018 Q2	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	4
2018 Q2	"Dundee City"	"S12000042"	"Other ULEVs"	8
2018 Q2	"East Ayrshire"	"S12000008"	"Other ULEVs"	6
2018 Q2	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	10
2018 Q2	"East Lothian"	"S12000010"	"Other ULEVs"	19
2018 Q2	"East Renfrewshire"	"S12000011"	"Other ULEVs"	5
2018 Q2	"Falkirk"	"S12000014"	"Other ULEVs"	5
2018 Q2	"Fife"	"S12000047"	"Other ULEVs"	30
2018 Q2	"Glasgow City"	"S12000049"	"Other ULEVs"	41
2018 Q2	"Highland"	"S12000017"	"Other ULEVs"	14
2018 Q2	"Inverclyde"	"S12000018"	"Other ULEVs"	7
2018 Q2	"Midlothian"	"S12000019"	"Other ULEVs"	7
2018 Q2	"Moray"	"S12000020"	"Other ULEVs"	4
2018 Q2	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	2
2018 Q2	"North Ayrshire"	"S12000021"	"Other ULEVs"	9
2018 Q2	"North Lanarkshire"	"S12000050"	"Other ULEVs"	8
2018 Q2	"Orkney Islands"	"S12000023"	"Other ULEVs"	1
2018 Q2	"Perth and Kinross"	"S12000048"	"Other ULEVs"	16
2018 Q2	"Renfrewshire"	"S12000038"	"Other ULEVs"	95
2018 Q2	"Scottish Borders"	"S12000026"	"Other ULEVs"	18
2018 Q2	"Shetland Islands"	"S12000027"	"Other ULEVs"	0
2018 Q2	"South Ayrshire"	"S12000028"	"Other ULEVs"	10
2018 Q2	"South Lanarkshire"	"S12000029"	"Other ULEVs"	12
2018 Q2	"Stirling"	"S12000030"	"Other ULEVs"	32
2018 Q2	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	4
2018 Q2	"West Lothian"	"S12000040"	"Other ULEVs"	10
2018 Q1	"Aberdeen City"	"S12000033"	"Other ULEVs"	25
2018 Q1	"Aberdeenshire"	"S12000034"	"Other ULEVs"	31
2018 Q1	"Angus"	"S12000041"	"Other ULEVs"	9
2018 Q1	"Argyll and Bute"	"S12000035"	"Other ULEVs"	14
2018 Q1	"City of Edinburgh"	"S12000036"	"Other ULEVs"	63
2018 Q1	"Clackmannanshire"	"S12000005"	"Other ULEVs"	5
2018 Q1	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	5
2018 Q1	"Dundee City"	"S12000042"	"Other ULEVs"	8
2018 Q1	"East Ayrshire"	"S12000008"	"Other ULEVs"	7
2018 Q1	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	9
2018 Q1	"East Lothian"	"S12000010"	"Other ULEVs"	17
2018 Q1	"East Renfrewshire"	"S12000011"	"Other ULEVs"	6
2018 Q1	"Falkirk"	"S12000014"	"Other ULEVs"	4
2018 Q1	"Fife"	"S12000047"	"Other ULEVs"	27
2018 Q1	"Glasgow City"	"S12000049"	"Other ULEVs"	43
2018 Q1	"Highland"	"S12000017"	"Other ULEVs"	12
2018 Q1	"Inverclyde"	"S12000018"	"Other ULEVs"	5
2018 Q1	"Midlothian"	"S12000019"	"Other ULEVs"	6
2018 Q1	"Moray"	"S12000020"	"Other ULEVs"	4
2018 Q1	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	3
2018 Q1	"North Ayrshire"	"S12000021"	"Other ULEVs"	9
2018 Q1	"North Lanarkshire"	"S12000050"	"Other ULEVs"	7
2018 Q1	"Orkney Islands"	"S12000023"	"Other ULEVs"	1
2018 Q1	"Perth and Kinross"	"S12000048"	"Other ULEVs"	15
2018 Q1	"Renfrewshire"	"S12000038"	"Other ULEVs"	92
2018 Q1	"Scottish Borders"	"S12000026"	"Other ULEVs"	18
2018 Q1	"Shetland Islands"	"S12000027"	"Other ULEVs"	0
2018 Q1	"South Ayrshire"	"S12000028"	"Other ULEVs"	7
2018 Q1	"South Lanarkshire"	"S12000029"	"Other ULEVs"	12
2018 Q1	"Stirling"	"S12000030"	"Other ULEVs"	31
2018 Q1	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	3
2018 Q1	"West Lothian"	"S12000040"	"Other ULEVs"	8
2017 Q4	"Aberdeen City"	"S12000033"	"Other ULEVs"	25
2017 Q4	"Aberdeenshire"	"S12000034"	"Other ULEVs"	25
2017 Q4	"Angus"	"S12000041"	"Other ULEVs"	8
2017 Q4	"Argyll and Bute"	"S12000035"	"Other ULEVs"	14
2017 Q4	"City of Edinburgh"	"S12000036"	"Other ULEVs"	54
2017 Q4	"Clackmannanshire"	"S12000005"	"Other ULEVs"	5
2017 Q4	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	6
2017 Q4	"Dundee City"	"S12000042"	"Other ULEVs"	10
2017 Q4	"East Ayrshire"	"S12000008"	"Other ULEVs"	7
2017 Q4	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	11
2017 Q4	"East Lothian"	"S12000010"	"Other ULEVs"	12
2017 Q4	"East Renfrewshire"	"S12000011"	"Other ULEVs"	7
2017 Q4	"Falkirk"	"S12000014"	"Other ULEVs"	3
2017 Q4	"Fife"	"S12000047"	"Other ULEVs"	26
2017 Q4	"Glasgow City"	"S12000049"	"Other ULEVs"	38
2017 Q4	"Highland"	"S12000017"	"Other ULEVs"	12
2017 Q4	"Inverclyde"	"S12000018"	"Other ULEVs"	4
2017 Q4	"Midlothian"	"S12000019"	"Other ULEVs"	5
2017 Q4	"Moray"	"S12000020"	"Other ULEVs"	4
2017 Q4	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	3
2017 Q4	"North Ayrshire"	"S12000021"	"Other ULEVs"	7
2017 Q4	"North Lanarkshire"	"S12000050"	"Other ULEVs"	10
2017 Q4	"Orkney Islands"	"S12000023"	"Other ULEVs"	0
2017 Q4	"Perth and Kinross"	"S12000048"	"Other ULEVs"	11
2017 Q4	"Renfrewshire"	"S12000038"	"Other ULEVs"	81
2017 Q4	"Scottish Borders"	"S12000026"	"Other ULEVs"	17
2017 Q4	"Shetland Islands"	"S12000027"	"Other ULEVs"	0
2017 Q4	"South Ayrshire"	"S12000028"	"Other ULEVs"	8
2017 Q4	"South Lanarkshire"	"S12000029"	"Other ULEVs"	12
2017 Q4	"Stirling"	"S12000030"	"Other ULEVs"	27
2017 Q4	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	3
2017 Q4	"West Lothian"	"S12000040"	"Other ULEVs"	10
2017 Q3	"Aberdeen City"	"S12000033"	"Other ULEVs"	21
2017 Q3	"Aberdeenshire"	"S12000034"	"Other ULEVs"	27
2017 Q3	"Angus"	"S12000041"	"Other ULEVs"	6
2017 Q3	"Argyll and Bute"	"S12000035"	"Other ULEVs"	12
2017 Q3	"City of Edinburgh"	"S12000036"	"Other ULEVs"	41
2017 Q3	"Clackmannanshire"	"S12000005"	"Other ULEVs"	4
2017 Q3	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	6
2017 Q3	"Dundee City"	"S12000042"	"Other ULEVs"	8
2017 Q3	"East Ayrshire"	"S12000008"	"Other ULEVs"	8
2017 Q3	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	7
2017 Q3	"East Lothian"	"S12000010"	"Other ULEVs"	8
2017 Q3	"East Renfrewshire"	"S12000011"	"Other ULEVs"	11
2017 Q3	"Falkirk"	"S12000014"	"Other ULEVs"	4
2017 Q3	"Fife"	"S12000047"	"Other ULEVs"	25
2017 Q3	"Glasgow City"	"S12000049"	"Other ULEVs"	30
2017 Q3	"Highland"	"S12000017"	"Other ULEVs"	10
2017 Q3	"Inverclyde"	"S12000018"	"Other ULEVs"	3
2017 Q3	"Midlothian"	"S12000019"	"Other ULEVs"	4
2017 Q3	"Moray"	"S12000020"	"Other ULEVs"	3
2017 Q3	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	3
2017 Q3	"North Ayrshire"	"S12000021"	"Other ULEVs"	7
2017 Q3	"North Lanarkshire"	"S12000050"	"Other ULEVs"	8
2017 Q3	"Orkney Islands"	"S12000023"	"Other ULEVs"	0
2017 Q3	"Perth and Kinross"	"S12000048"	"Other ULEVs"	12
2017 Q3	"Renfrewshire"	"S12000038"	"Other ULEVs"	68
2017 Q3	"Scottish Borders"	"S12000026"	"Other ULEVs"	12
2017 Q3	"Shetland Islands"	"S12000027"	"Other ULEVs"	0
2017 Q3	"South Ayrshire"	"S12000028"	"Other ULEVs"	5
2017 Q3	"South Lanarkshire"	"S12000029"	"Other ULEVs"	11
2017 Q3	"Stirling"	"S12000030"	"Other ULEVs"	23
2017 Q3	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	2
2017 Q3	"West Lothian"	"S12000040"	"Other ULEVs"	10
2017 Q2	"Aberdeen City"	"S12000033"	"Other ULEVs"	20
2017 Q2	"Aberdeenshire"	"S12000034"	"Other ULEVs"	28
2017 Q2	"Angus"	"S12000041"	"Other ULEVs"	5
2017 Q2	"Argyll and Bute"	"S12000035"	"Other ULEVs"	12
2017 Q2	"City of Edinburgh"	"S12000036"	"Other ULEVs"	35
2017 Q2	"Clackmannanshire"	"S12000005"	"Other ULEVs"	3
2017 Q2	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	6
2017 Q2	"Dundee City"	"S12000042"	"Other ULEVs"	8
2017 Q2	"East Ayrshire"	"S12000008"	"Other ULEVs"	8
2017 Q2	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	7
2017 Q2	"East Lothian"	"S12000010"	"Other ULEVs"	6
2017 Q2	"East Renfrewshire"	"S12000011"	"Other ULEVs"	11
2017 Q2	"Falkirk"	"S12000014"	"Other ULEVs"	4
2017 Q2	"Fife"	"S12000047"	"Other ULEVs"	24
2017 Q2	"Glasgow City"	"S12000049"	"Other ULEVs"	32
2017 Q2	"Highland"	"S12000017"	"Other ULEVs"	9
2017 Q2	"Inverclyde"	"S12000018"	"Other ULEVs"	3
2017 Q2	"Midlothian"	"S12000019"	"Other ULEVs"	3
2017 Q2	"Moray"	"S12000020"	"Other ULEVs"	2
2017 Q2	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	3
2017 Q2	"North Ayrshire"	"S12000021"	"Other ULEVs"	8
2017 Q2	"North Lanarkshire"	"S12000050"	"Other ULEVs"	9
2017 Q2	"Orkney Islands"	"S12000023"	"Other ULEVs"	0
2017 Q2	"Perth and Kinross"	"S12000048"	"Other ULEVs"	10
2017 Q2	"Renfrewshire"	"S12000038"	"Other ULEVs"	48
2017 Q2	"Scottish Borders"	"S12000026"	"Other ULEVs"	10
2017 Q2	"Shetland Islands"	"S12000027"	"Other ULEVs"	0
2017 Q2	"South Ayrshire"	"S12000028"	"Other ULEVs"	5
2017 Q2	"South Lanarkshire"	"S12000029"	"Other ULEVs"	9
2017 Q2	"Stirling"	"S12000030"	"Other ULEVs"	19
2017 Q2	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	2
2017 Q2	"West Lothian"	"S12000040"	"Other ULEVs"	9
2017 Q1	"Aberdeen City"	"S12000033"	"Other ULEVs"	15
2017 Q1	"Aberdeenshire"	"S12000034"	"Other ULEVs"	26
2017 Q1	"Angus"	"S12000041"	"Other ULEVs"	5
2017 Q1	"Argyll and Bute"	"S12000035"	"Other ULEVs"	11
2017 Q1	"City of Edinburgh"	"S12000036"	"Other ULEVs"	29
2017 Q1	"Clackmannanshire"	"S12000005"	"Other ULEVs"	2
2017 Q1	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	5
2017 Q1	"Dundee City"	"S12000042"	"Other ULEVs"	8
2017 Q1	"East Ayrshire"	"S12000008"	"Other ULEVs"	8
2017 Q1	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	6
2017 Q1	"East Lothian"	"S12000010"	"Other ULEVs"	4
2017 Q1	"East Renfrewshire"	"S12000011"	"Other ULEVs"	11
2017 Q1	"Falkirk"	"S12000014"	"Other ULEVs"	4
2017 Q1	"Fife"	"S12000047"	"Other ULEVs"	21
2017 Q1	"Glasgow City"	"S12000049"	"Other ULEVs"	27
2017 Q1	"Highland"	"S12000017"	"Other ULEVs"	7
2017 Q1	"Inverclyde"	"S12000018"	"Other ULEVs"	2
2017 Q1	"Midlothian"	"S12000019"	"Other ULEVs"	4
2017 Q1	"Moray"	"S12000020"	"Other ULEVs"	1
2017 Q1	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	3
2017 Q1	"North Ayrshire"	"S12000021"	"Other ULEVs"	5
2017 Q1	"North Lanarkshire"	"S12000050"	"Other ULEVs"	9
2017 Q1	"Orkney Islands"	"S12000023"	"Other ULEVs"	0
2017 Q1	"Perth and Kinross"	"S12000048"	"Other ULEVs"	9
2017 Q1	"Renfrewshire"	"S12000038"	"Other ULEVs"	33
2017 Q1	"Scottish Borders"	"S12000026"	"Other ULEVs"	10
2017 Q1	"Shetland Islands"	"S12000027"	"Other ULEVs"	0
2017 Q1	"South Ayrshire"	"S12000028"	"Other ULEVs"	3
2017 Q1	"South Lanarkshire"	"S12000029"	"Other ULEVs"	6
2017 Q1	"Stirling"	"S12000030"	"Other ULEVs"	15
2017 Q1	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	2
2017 Q1	"West Lothian"	"S12000040"	"Other ULEVs"	8
2016 Q4	"Aberdeen City"	"S12000033"	"Other ULEVs"	20
2016 Q4	"Aberdeenshire"	"S12000034"	"Other ULEVs"	26
2016 Q4	"Angus"	"S12000041"	"Other ULEVs"	3
2016 Q4	"Argyll and Bute"	"S12000035"	"Other ULEVs"	9
2016 Q4	"City of Edinburgh"	"S12000036"	"Other ULEVs"	22
2016 Q4	"Clackmannanshire"	"S12000005"	"Other ULEVs"	2
2016 Q4	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	4
2016 Q4	"Dundee City"	"S12000042"	"Other ULEVs"	4
2016 Q4	"East Ayrshire"	"S12000008"	"Other ULEVs"	7
2016 Q4	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	7
2016 Q4	"East Lothian"	"S12000010"	"Other ULEVs"	4
2016 Q4	"East Renfrewshire"	"S12000011"	"Other ULEVs"	3
2016 Q4	"Falkirk"	"S12000014"	"Other ULEVs"	3
2016 Q4	"Fife"	"S12000047"	"Other ULEVs"	19
2016 Q4	"Glasgow City"	"S12000049"	"Other ULEVs"	22
2016 Q4	"Highland"	"S12000017"	"Other ULEVs"	6
2016 Q4	"Inverclyde"	"S12000018"	"Other ULEVs"	3
2016 Q4	"Midlothian"	"S12000019"	"Other ULEVs"	2
2016 Q4	"Moray"	"S12000020"	"Other ULEVs"	1
2016 Q4	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	2
2016 Q4	"North Ayrshire"	"S12000021"	"Other ULEVs"	2
2016 Q4	"North Lanarkshire"	"S12000050"	"Other ULEVs"	6
2016 Q4	"Orkney Islands"	"S12000023"	"Other ULEVs"	0
2016 Q4	"Perth and Kinross"	"S12000048"	"Other ULEVs"	5
2016 Q4	"Renfrewshire"	"S12000038"	"Other ULEVs"	23
2016 Q4	"Scottish Borders"	"S12000026"	"Other ULEVs"	8
2016 Q4	"Shetland Islands"	"S12000027"	"Other ULEVs"	0
2016 Q4	"South Ayrshire"	"S12000028"	"Other ULEVs"	3
2016 Q4	"South Lanarkshire"	"S12000029"	"Other ULEVs"	6
2016 Q4	"Stirling"	"S12000030"	"Other ULEVs"	13
2016 Q4	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	1
2016 Q4	"West Lothian"	"S12000040"	"Other ULEVs"	9
2016 Q3	"Aberdeen City"	"S12000033"	"Other ULEVs"	15
2016 Q3	"Aberdeenshire"	"S12000034"	"Other ULEVs"	23
2016 Q3	"Angus"	"S12000041"	"Other ULEVs"	2
2016 Q3	"Argyll and Bute"	"S12000035"	"Other ULEVs"	8
2016 Q3	"City of Edinburgh"	"S12000036"	"Other ULEVs"	19
2016 Q3	"Clackmannanshire"	"S12000005"	"Other ULEVs"	1
2016 Q3	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	3
2016 Q3	"Dundee City"	"S12000042"	"Other ULEVs"	3
2016 Q3	"East Ayrshire"	"S12000008"	"Other ULEVs"	5
2016 Q3	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	4
2016 Q3	"East Lothian"	"S12000010"	"Other ULEVs"	3
2016 Q3	"East Renfrewshire"	"S12000011"	"Other ULEVs"	3
2016 Q3	"Falkirk"	"S12000014"	"Other ULEVs"	4
2016 Q3	"Fife"	"S12000047"	"Other ULEVs"	16
2016 Q3	"Glasgow City"	"S12000049"	"Other ULEVs"	21
2016 Q3	"Highland"	"S12000017"	"Other ULEVs"	6
2016 Q3	"Inverclyde"	"S12000018"	"Other ULEVs"	3
2016 Q3	"Midlothian"	"S12000019"	"Other ULEVs"	2
2016 Q3	"Moray"	"S12000020"	"Other ULEVs"	3
2016 Q3	"Na h-Eileanan Siar"	"S12000013"	"Other ULEVs"	2
2016 Q3	"North Ayrshire"	"S12000021"	"Other ULEVs"	3
2016 Q3	"North Lanarkshire"	"S12000050"	"Other ULEVs"	5
2016 Q3	"Orkney Islands"	"S12000023"	"Other ULEVs"	0
2016 Q3	"Perth and Kinross"	"S12000048"	"Other ULEVs"	6
2016 Q3	"Renfrewshire"	"S12000038"	"Other ULEVs"	14
2016 Q3	"Scottish Borders"	"S12000026"	"Other ULEVs"	8
2016 Q3	"Shetland Islands"	"S12000027"	"Other ULEVs"	0
2016 Q3	"South Ayrshire"	"S12000028"	"Other ULEVs"	4
2016 Q3	"South Lanarkshire"	"S12000029"	"Other ULEVs"	5
2016 Q3	"Stirling"	"S12000030"	"Other ULEVs"	12
2016 Q3	"West Dunbartonshire"	"S12000039"	"Other ULEVs"	1
2016 Q3	"West Lothian"	"S12000040"	"Other ULEVs"	5
2016 Q2	"Aberdeen City"	"S12000033"	"Other ULEVs"	21
2016 Q2	"Aberdeenshire"	"S12000034"	"Other ULEVs"	21
2016 Q2	"Angus"	"S12000041"	"Other ULEVs"	1
2016 Q2	"Argyll and Bute"	"S12000035"	"Other ULEVs"	6
2016 Q2	"City of Edinburgh"	"S12000036"	"Other ULEVs"	16
2016 Q2	"Clackmannanshire"	"S12000005"	"Other ULEVs"	1
2016 Q2	"Dumfries and Galloway"	"S12000006"	"Other ULEVs"	2
2016 Q2	"Dundee City"	"S12000042"	"Other ULEVs"	3
2016 Q2	"East Ayrshire"	"S12000008"	"Other ULEVs"	4
2016 Q2	"East Dunbartonshire"	"S12000045"	"Other ULEVs"	3
2016 Q2	"East Lothian"	"S12000010"	"Other ULEVs"	4
